Customer_ID,Occupation,Annual_Income,Monthly_Inhand_Salary,Credit_Mix,Payment_of_Min_Amount,Payment_Behaviour,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Age,Credit_History_Age,Auto Loan,Credit-Builder Loan,Debt Consolidation Loan,Home Equity Loan,Mortgage Loan,None,Not Specified,Payday Loan,Personal Loan,Student Loan,Age_group
CUS_0x13e4,Doctor,62475.5699999999,5307.2975,Bad,Yes,High_spent_Large_value_payments,7.0,7.0,28.0,5.0,22.5,15.0,19.37,11.0,3523.03,29.4394439915846,177.633956593348,128.128951235011,423.8973661414815,21.0,14,0,0,0,1,1,0,0,0,1,1,20s
CUS_0x13fa,Manager,32394.38,2631.53166666666,Bad,Yes,Low_spent_Medium_value_payments,8.0,10.0,25.0,9.0,26.0,17.0,12.91,13.0,1941.54,31.51076567054845,143.034198848888,94.3428383406874,310.77612947709,22.0,19,0,1,1,1,0,0,0,1,1,1,20s
CUS_0x1414,Journalist,51093.12,4080.76,Bad,Yes,Low_spent_Small_value_payments,8.0,9.0,25.0,6.0,45.0,22.25,27.67,12.0,3628.5,29.431567978253877,246.088595517438,2749.502351047503,161.11641717514658,46.0,11,0,1,0,1,0,0,1,1,0,0,40s
CUS_0x141d,Journalist,44323.29,3909.6075,Bad,Yes,Low_spent_Small_value_payments,10.0,5.0,22.0,5.0,25.0,23.0,19.8,9.0,3089.47,36.648524247756,184.405809992388,179.78642289640598,303.43518377787166,26.0,12,1,0,0,0,1,0,0,1,0,0,20s
CUS_0x1440,Teacher,7780.49,368.374166666666,Bad,Yes,High_spent_Small_value_payments,8.0,5.0,33.0,7.0,59.0,17.0,25.55,10.0,4108.42,24.40532561990815,38.1078710993656,22.030388517769,251.6991570495315,19.0,13,0,0,1,1,1,0,1,0,1,0,10s
CUS_0x144d,Mechanic,20938.03,1896.83583333333,Bad,Yes,Low_spent_Small_value_payments,6.0,9.0,23.0,5.0,16.0,18.25,0.84,11.0,1657.74,38.090557683482274,56.2611389685184,111.19325109999497,292.22919326481923,23.0,10,0,0,0,0,0,0,1,1,0,1,20s
CUS_0x144f,Engineer,74346.44,6134.53666666666,Bad,Yes,High_spent_Large_value_payments,7.0,10.0,25.0,8.0,62.0,18.0,6.52,15.0,2684.09,33.09125194253585,303.4732714412,116.3895784127405,438.5908168127245,18.0,10,0,1,1,1,0,0,1,0,1,1,10s
CUS_0x1452,Architect,82289.36,6951.44666666666,Bad,Yes,Low_spent_Medium_value_payments,8.0,8.0,22.0,5.0,29.0,16.0,17.416666666666668,12.0,4736.25,32.47874775132633,240.75144110199005,84.284516061597,404.278054211444,41.0,9,0,1,0,0,1,0,0,1,0,1,40s
CUS_0x1488,Entrepreneur,7468.77,681.3975,Bad,Yes,Low_spent_Small_value_payments,8.0,8.0,29.0,9.0,58.333333333333336,23.33333333333333,26.820000000000004,14.0,2550.65,26.940076251964168,44.48134887065769,43.80218263218063,256.52288516382765,39.0,14,1,1,1,1,1,0,1,1,0,1,30s
CUS_0x1498,Manager,53869.44,4359.12,Bad,Yes,High_spent_Large_value_payments,9.0,9.0,24.0,9.0,20.0,16.0,20.71666666666667,12.0,4404.08,33.1491006866012,253.212563285167,238.74676248924536,207.2860075589198,40.0,9,0,0,1,1,1,0,0,0,1,1,30s
CUS_0x14ba,Teacher,81425.24,6579.43666666666,Bad,Yes,High_spent_Large_value_payments,9.0,5.0,26.0,7.0,17.0,20.0,3.69,9.0,1729.78,31.5509090027003,375.690945797382,79.6465940702428,442.606126799041,21.0,14,0,1,0,1,1,0,1,0,0,1,20s
CUS_0x14d0,Musician,48089.16,3902.43,Bad,Yes,High_spent_Medium_value_payments,10.0,8.0,18.0,5.0,60.0,20.0,18.84,9.0,2654.6,29.09601000803937,192.740197147806,140.170572737897,319.8322301142957,22.0,8,1,0,0,1,0,0,1,0,0,0,20s
CUS_0x14de,Manager,53709.66,4375.805,Bad,Yes,High_spent_Medium_value_payments,10.0,10.0,29.0,8.0,34.0,15.0,15.47,13.0,3069.57,25.2118398968794,321.493155171968,87.3599108590685,278.727433968962,22.0,10,0,1,0,0,1,0,1,1,1,1,20s
CUS_0x14e5,Doctor,7981.345,412.112083333333,Bad,Yes,Low_spent_Small_value_payments,9.0,5.0,22.0,9.0,45.0,16.5,25.96,9.0,4064.57,32.39962994692152,57.9316887953622,28.913980054468126,229.36553948350223,29.0,1,0,1,0,1,0,0,1,1,1,1,20s
CUS_0x14f5,Doctor,36348.06,3265.005,Bad,Yes,High_spent_Medium_value_payments,6.0,5.0,32.0,9.0,50.0,24.0,2.5700000000000003,9.0,4974.81,30.72885758965115,149.399918197992,128.09323999337877,309.0073418086285,41.0,4,1,1,1,0,0,0,1,1,0,1,40s
CUS_0x14ff,Writer,14792.57,1181.71416666666,Bad,Yes,Low_spent_Large_value_payments,10.0,7.0,20.0,8.0,53.5,21.0,24.3,13.0,4955.69,31.569196300093772,54.2877979658318,52.18386740391138,281.6997512969227,38.0,9,1,0,1,1,1,0,1,1,0,1,30s
CUS_0x150d,Writer,40085.46,3303.55710185206,Bad,Yes,High_spent_Small_value_payments,6.0,6.0,18.0,5.0,43.66666666666666,16.0,1.97,17.0,2343.0,27.333286083567906,294.010519061107,187.67946687480296,279.0867455453593,39.0,19,1,0,1,0,0,0,0,1,0,1,30s
CUS_0x1510,Doctor,53218.86,4715.905,Bad,Yes,High_spent_Large_value_payments,10.0,9.0,25.0,2.0,26.0,18.25,8.42,12.0,2623.47,29.195624904584424,56.3885629629847,157.55368996555484,507.64824707145954,28.0,8,0,1,0,0,0,0,1,0,0,0,20s
CUS_0x1537,Engineer,40430.92,3489.24333333333,Bad,Yes,High_spent_Medium_value_payments,6.0,8.0,15.0,9.0,32.75,23.5,4.6,14.0,1783.53,32.340185380330425,256.842351460555,99.02518001130572,240.5568018614715,40.0,7,0,0,1,1,1,0,1,0,1,0,30s
CUS_0x153d,Accountant,8538.405,992.53375,Bad,Yes,Low_spent_Large_value_payments,7.0,5.0,30.0,6.0,28.0,23.33333333333333,24.73,9.0,4171.09,38.8146899556665,27.175782711228,3369.5506579827265,284.86421774553804,21.0,2,0,1,0,0,0,0,1,1,1,0,20s
CUS_0x1577,Mechanic,38060.7,3197.725,Bad,Yes,High_spent_Medium_value_payments,6.0,6.0,31.0,6.0,31.0,24.5,23.87,12.0,3813.35,36.13062009918555,172.41152267824,96.70458112422398,308.1563961975347,24.0,4,1,1,0,0,0,0,0,0,0,1,20s
CUS_0x15b7,Engineer,54201.99,4535.8325,Bad,Yes,High_spent_Medium_value_payments,6.0,9.0,30.0,3.0,60.5,24.5,7.66,10.5,2339.06,35.51982879775625,108.109674317478,46.99641931135775,503.7658965678135,37.0,9,0,0,1,1,0,0,0,0,0,1,30s
CUS_0x15cc,Manager,9669.05,925.754166666666,Bad,Yes,High_spent_Large_value_payments,8.0,6.0,31.0,6.0,27.0,24.5,5.25,15.0,1626.12,29.0333828113435,44.1915910114175,38.80403784101815,274.5797878142305,25.0,9,1,1,1,0,0,0,1,0,1,0,20s
CUS_0x15d5,Teacher,72207.52,5881.29333333333,Bad,Yes,High_spent_Large_value_payments,6.0,7.0,21.0,5.0,44.0,25.0,2.61,16.0,1803.68,36.64630521409753,287.623792063792,197.44057140454865,373.0649698649916,24.0,13,1,0,1,1,0,0,1,0,0,0,20s
CUS_0x15d9,Doctor,9643.265,829.605416666666,Bad,Yes,High_spent_Small_value_payments,9.0,6.0,17.0,8.0,31.0,18.0,17.45,14.0,2836.9,33.95561742778915,43.1179027867844,5052.305331109984,251.539368688944,35.0,5,1,1,1,0,1,0,0,0,1,1,30s
CUS_0x15f1,Lawyer,51568.11,3795.25022412276,Bad,Yes,High_spent_Medium_value_payments,6.0,10.0,26.0,5.0,25.0,15.0,6.74,11.0,2620.12,32.7489236671588,282.62924026996603,172.28055990576834,322.270587762881,33.0,10,1,0,1,0,1,0,1,0,0,0,30s
CUS_0x15f2,Teacher,15566.55,1202.2125,Bad,Yes,Low_spent_Small_value_payments,8.0,8.0,28.0,5.0,56.25,21.0,20.38,8.0,3412.46,32.074090783181475,45.14911927729,78.2115624926642,264.36056823004503,32.0,13,1,1,0,1,1,0,0,0,0,0,30s
CUS_0x160a,Doctor,18094.55,1570.87916666666,Bad,Yes,Low_spent_Small_value_payments,9.0,10.0,18.0,7.0,37.0,19.666666666666668,28.47,17.0,2673.3,29.06481703989287,99.2681694941107,116.00001519547708,231.819731977078,27.0,8,1,1,1,0,1,0,1,0,0,0,20s
CUS_0x1638,Lawyer,32370.6,2862.55,Bad,Yes,High_spent_Medium_value_payments,7.0,10.0,32.0,5.0,61.0,23.666666666666668,6.03,13.666666666666666,3293.91,32.43657830328967,74.738026777776,73.81152785394757,397.70544536827566,28.0,8,0,1,1,1,0,0,1,0,0,1,20s
CUS_0x164f,Architect,8845.965,846.16375,Bad,Yes,Low_spent_Small_value_payments,7.0,10.0,26.0,5.0,39.5,25.25,1.33,10.0,1422.97,29.650870447866573,33.9487436683777,78.11963905203802,252.5479922795835,31.0,16,0,1,0,1,1,0,0,0,0,0,30s
CUS_0x1680,Doctor,8022.255,762.52125,Bad,Yes,Low_spent_Large_value_payments,9.0,10.0,23.0,6.0,56.5,16.0,5.67,7.0,3274.12,38.2579397990175,39.5093239268165,36.936221901496125,269.806579171687,28.0,8,0,1,0,0,0,0,0,1,0,1,20s
CUS_0x1690,Architect,51266.34,4089.195,Bad,Yes,High_spent_Small_value_payments,6.0,6.0,24.0,7.0,17.333333333333332,21.0,26.790000000000003,13.333333333333334,4895.58,30.433218888306037,176.47020552702898,226.108494481349,269.6741333249543,44.0,4,0,0,0,0,1,0,1,1,0,1,40s
CUS_0x1697,Musician,69035.64,5691.97,Bad,Yes,High_spent_Medium_value_payments,8.0,9.0,30.0,7.0,52.0,23.0,5.653333333333333,9.0,1931.25,27.190762850226168,352.980997148241,268.955131010761,176.34106160014082,43.0,10,0,0,1,1,1,0,1,1,0,0,40s
CUS_0x16a4,Architect,31178.1,2353.175,Bad,Yes,Low_spent_Large_value_payments,6.0,9.0,24.0,6.0,48.25,20.0,3.84,10.0,4815.82,31.05861464255325,144.629713833826,135.10157742694497,225.5862087392275,36.0,6,1,1,1,0,1,0,1,0,0,1,30s
CUS_0x16cf,Architect,17206.61,1523.88416666666,Bad,Yes,High_spent_Small_value_payments,10.0,8.0,33.0,8.0,41.0,17.0,1.85,10.0,3218.04,34.2099455270547,65.3220833685628,0.0,266.076665148255,15.0,9,1,0,0,0,1,0,1,1,1,1,10s
CUS_0x16d5,Mechanic,14313.74,1334.81166666666,Bad,Yes,Low_spent_Large_value_payments,7.0,6.0,31.0,6.0,39.66666666666666,17.333333333333332,26.71,15.0,4050.69,30.047469860527503,42.0150667354953,49.23546702001863,295.2276029223893,33.0,12,0,1,0,0,0,0,1,1,0,1,30s
CUS_0x16fd,Architect,10227.53,987.294166666666,Bad,Yes,Low_spent_Large_value_payments,9.0,6.0,22.0,6.0,24.0,19.5,2.38,9.0,1610.77,31.1081934875779,42.2707322937254,80.8847346008979,255.5739497720425,35.0,8,1,1,0,0,1,0,0,1,0,1,30s
CUS_0x1713,Musician,54568.92,4452.41,Bad,Yes,Low_spent_Medium_value_payments,9.0,10.0,23.0,9.0,65.0,15.0,24.99,11.0,3336.99,27.0968242885503,277.302466207214,0.0,222.134135461355,32.0,13,0,1,1,1,1,0,0,1,0,1,30s
CUS_0x172d,Musician,57242.61,4625.2175,Bad,Yes,High_spent_Large_value_payments,9.0,7.0,19.0,6.0,42.0,23.0,24.33,12.0,4841.18,35.4203740149764,144.390879402328,216.1327622714788,361.998108326192,39.0,8,0,1,1,1,0,0,0,0,1,0,30s
