Customer_ID,Occupation,Annual_Income,Monthly_Inhand_Salary,Credit_Mix,Payment_of_Min_Amount,Payment_Behaviour,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Age,Credit_History_Age,Auto Loan,Credit-Builder Loan,Debt Consolidation Loan,Home Equity Loan,Mortgage Loan,None,Not Specified,Payday Loan,Personal Loan,Student Loan,Age_group,EMI_to_Income_Ratio,Investment_to_Income_Ratio,Outstanding_Debt_to_Income_Ratio
CUS_0x1037,Accountant,15989.085,1086.42375,Good,No,Low_spent_Medium_value_payments,5.0,4.0,2.0,4.0,10.666666666666666,15.0,0.5,3.0,665.82,30.393148323493005,33.797020629881,103.22576863204004,251.61958573807803,45.0,20,1,1,0,0,1,0,0,0,0,0,40s,0.031108506814105454,0.09501427839002972,0.6128547907756988
CUS_0x1038,Architect,129473.16,10959.43,Standard,Yes,Low_spent_Medium_value_payments,3.0,4.0,10.0,3.0,23.75,13.0,9.11,10.0,568.21,29.519357615816705,255.327904990978,568.9014130452957,536.7136819637245,28.0,20,0,0,0,1,0,0,0,1,0,0,20s,0.023297553339085883,0.05190976292063508,0.051846674507707066
CUS_0x103e,Scientist,98690.8,7369.65155136078,Good,No,Low_spent_Medium_value_payments,5.0,7.0,9.0,1.0,6.333333333333333,17.0,10.76,4.0,706.96,33.141952551748666,947.586189541838,3532.649242224847,611.707727626649,41.0,27,0,0,0,0,0,0,0,0,0,1,40s,0.12857951056951528,0.4793509187788608,0.0959285517195806
CUS_0x1041,Teacher,8978.11,894.175833333333,Bad,Yes,Low_spent_Small_value_payments,8.0,8.0,30.0,9.0,50.0,17.0,18.23,10.0,4913.15,32.044791962405526,57.6796579068197,64.70079137967193,244.5371340468413,15.0,10,0,0,0,1,1,0,1,1,0,1,10s,0.0645059458739786,0.07235801837595919,5.494612823167705
CUS_0x1044,Entrepreneur,33441.59,2748.79916666666,Good,No,High_spent_Small_value_payments,2.0,4.0,1.0,0.0,3.5,3.0,9.58,5.0,154.96,35.9022994783354,0.0,120.0833633740584,424.7965532926075,44.0,32,0,0,0,0,0,1,0,0,0,0,40s,0.0,0.04368575370301712,0.056373707428001275
CUS_0x1048,Accountant,42387.54,3680.295,Standard,Yes,High_spent_Medium_value_payments,3.0,7.0,26.0,7.0,9.333333333333334,7.0,15.006666666666666,7.0,1835.67,30.89903372585813,225.883368970478,76.67946571318787,312.1333319830007,27.0,10,0,0,1,1,0,0,1,1,1,0,20s,0.06137643014227881,0.020835141126781375,0.49878338557099366
CUS_0x104a,Mechanic,14981.39,1461.44916666666,Good,No,High_spent_Small_value_payments,2.0,7.0,5.0,4.0,2.0,3.0,0.63,4.0,1122.46,33.5502112584014,38.1159675194285,0.0,338.260687037895,37.0,32,1,0,0,0,1,0,1,1,0,0,30s,0.026080939651404463,0.0,0.7680458722763229
CUS_0x104e,Teacher,19180.87,1688.40583333333,Standard,No,High_spent_Large_value_payments,8.0,4.0,18.0,4.0,5.0,17.0,7.653333333333333,6.0,1127.57,32.3000080358458,57.36421100960231,30.575223368808867,324.23448228825504,51.0,25,1,0,1,0,0,0,0,1,0,0,50s,0.033975368881752316,0.018108930190347556,0.6678311444671441
CUS_0x104f,Architect,11336.835,992.73625,Standard,Yes,High_spent_Small_value_payments,4.0,6.0,14.0,6.0,31.0,19.0,16.106666666666666,7.666666666666667,177.98,30.82546548467704,35.562730862502,50.480916342750106,279.896644461414,20.0,15,1,0,0,0,0,0,0,1,1,1,20s,0.03582293974104602,0.05085028006456912,0.17928226152716795
CUS_0x1051,Engineer,35022.22,2859.51833333333,Good,No,High_spent_Small_value_payments,3.0,5.0,4.0,1.0,6.0,10.75,1.36,5.0,1000.44,34.0955250234808,21.2145764523205,102.6998576668309,422.0373992141815,42.0,28,0,0,0,0,0,0,0,0,0,1,40s,0.007418933533323686,0.035915089779163634,0.349863117972666
CUS_0x1056,Entrepreneur,16053.86,1051.73800259116,Bad,Yes,Low_spent_Small_value_payments,8.0,6.0,24.0,5.0,25.25,14.75,0.83,12.0,2107.76,31.918801559601697,153.67303859999248,118.50999104365437,246.3118850796457,45.0,16,0,0,1,0,0,0,1,0,1,1,40s,0.14611342199425068,0.11268014538951913,2.0040732528511147
CUS_0x1057,Writer,86617.16,7250.09666666666,Standard,No,Low_spent_Large_value_payments,8.0,4.0,6.0,3.0,14.333333333333334,20.0,10.26,6.666666666666667,718.5300000000001,29.5814348594545,141.382054634307,411.5883566515243,435.3725887141677,46.0,25,1,0,0,0,0,0,0,1,0,1,40s,0.019500713043500633,0.05677005087999167,0.09910626479003279
CUS_0x105b,Accountant,34428.21,2289.59370025646,Good,No,Low_spent_Large_value_payments,2.0,4.0,8.0,0.0,4.666666666666667,12.666666666666666,10.176666666666668,0.0,180.7,25.9975962829954,285.423799743535,201.5956531272793,329.239430206053,25.0,27,0,0,0,0,0,1,0,0,0,0,20s,0.12466133170770184,0.08804865819848226,0.07892229961139374
CUS_0x105c,Journalist,127617.6,10596.8,Good,No,High_spent_Large_value_payments,0.0,4.0,5.0,3.0,6.0,6.0,10.886666666666668,3.333333333333333,542.91,34.0005830898557,211.054605997517,3672.913014118245,709.0531052692232,55.0,24,0,0,0,0,1,0,1,1,0,0,50s,0.019916824512826233,0.3466058634793754,0.05123339121244149
CUS_0x1063,Architect,128698.76,10628.8966666666,Standard,Yes,High_spent_Large_value_payments,7.0,5.0,10.0,4.0,11.75,16.25,10.67,12.0,583.11,34.21770577283445,251.612782056361,497.6706306804907,431.9412439117033,20.0,17,0,0,1,0,1,0,0,1,1,0,20s,0.023672521235947905,0.046822416878060456,0.05486082123920705
CUS_0x1069,Accountant,58637.34,4799.445,Standard,Yes,High_spent_Large_value_payments,4.0,6.0,10.0,3.0,9.0,17.5,13.81,7.0,208.8,39.21689722384677,139.88501339271,134.86479837515046,452.6946882321383,32.0,31,1,0,0,0,0,0,1,0,1,0,30s,0.02914608113911296,0.02810008206681199,0.043505030269124875
CUS_0x106f,Developer,134035.08,11102.5899999999,Good,No,High_spent_Large_value_payments,0.0,5.0,10.0,2.0,5.0,5.25,9.32,8.0,767.91,39.59448310213153,143.483731999589,306.1836562056115,910.591611794795,55.0,25,0,0,0,1,1,0,0,0,0,0,50s,0.012923446871368779,0.027577678380054947,0.06916494259447632
CUS_0x1075,Manager,24709.33,1933.46871780168,Good,No,High_spent_Medium_value_payments,5.0,5.0,6.0,3.0,27.0,11.0,7.0,5.0,413.18,31.718192172360624,196.027161598755,57.821503753596375,364.9045335126248,39.0,18,0,0,1,0,0,0,0,0,1,1,30s,0.10138625972787108,0.029905580173719287,0.2136988285332997
CUS_0x107c,Journalist,49718.55,4179.2125,Bad,Yes,High_spent_Large_value_payments,7.0,10.0,27.0,6.0,25.33333333333333,16.0,5.5,8.0,1920.25,32.499060758078706,231.95678064503,182.1656254364925,267.1321772518093,15.0,14,1,0,0,1,1,0,0,1,0,0,10s,0.05550250929930699,0.04358850511585437,0.45947651620969265
CUS_0x107e,Architect,75095.91,6269.9925,Standard,Yes,High_spent_Large_value_payments,5.0,6.0,15.0,6.0,7.666666666666667,10.0,14.53,8.0,989.71,34.43691261746547,261.842408712709,171.98915704928368,446.5010175713387,15.0,12,0,0,0,1,0,0,0,1,1,1,10s,0.041761199668533734,0.027430520379296094,0.1578486736626878
CUS_0x1087,Doctor,42153.13,3377.76083333333,Good,No,High_spent_Large_value_payments,5.0,4.0,10.0,3.0,10.333333333333334,10.666666666666666,4.81,7.0,1027.64,34.34897526478644,79.2996114595877,70.10716151178724,431.702643695291,52.0,28,0,0,0,0,0,0,1,1,0,0,50s,0.023476976426815625,0.020755513777037393,0.3042370525049512
CUS_0x108a,Journalist,36982.36,2554.81382327358,Bad,Yes,Low_spent_Large_value_payments,7.0,9.0,21.0,9.0,16.25,15.0,26.36,15.0,4882.12,31.581117073771125,454.419552114283,129.544991976518,220.97129930227877,39.0,8,0,1,1,1,0,0,0,1,1,1,30s,0.1778679714250246,0.050706235732875075,1.910949422429676
CUS_0x1096,Lawyer,12931.56,1348.63,Standard,Yes,High_spent_Medium_value_payments,4.0,4.0,9.0,3.0,19.5,20.5,17.26,3.75,752.86,33.23935965363347,20.5791547084859,52.37569312944795,329.4081521620655,43.0,21,0,0,1,1,0,0,1,0,0,0,40s,0.01525930367001023,0.03883622129824188,0.5582405848898512
CUS_0x1098,Musician,20652.98,1468.08166666666,Standard,Yes,Low_spent_Small_value_payments,7.0,5.0,21.0,2.0,22.0,12.75,15.58,12.0,1859.53,29.467530113792325,33.2383562399595,98.29726577707991,292.7725446496265,23.0,19,1,0,0,0,0,0,0,1,0,0,20s,0.022640672514784927,0.06695626545100035,1.266639344541465
CUS_0x109b,Manager,31641.93,2610.8275,Standard,No,High_spent_Large_value_payments,4.0,6.0,7.0,3.0,25.0,12.0,8.036666666666664,2.6666666666666665,583.6,35.074988299077,60.33629926519111,71.7281835229676,379.01826721184034,56.0,20,0,0,0,0,0,0,0,0,1,1,50s,0.023110029010032687,0.027473352231416132,0.22353066221341703
CUS_0x109d,Writer,49140.87,4377.0725,Bad,Yes,High_spent_Large_value_payments,10.0,6.0,27.0,6.0,35.0,18.0,16.41,11.5,2950.8,35.48620770526695,154.172426325172,88.20090493237745,445.33391874244927,45.0,6,0,0,0,0,1,0,1,1,0,0,40s,0.035222726222874305,0.02015066118561606,0.6741492173136269
CUS_0x109f,Teacher,130435.86,10623.655,Good,No,High_spent_Medium_value_payments,4.0,6.0,9.0,2.0,17.0,1.0,10.85,3.0,942.71,29.5506019631962,188.186133221511,293.214103351452,830.965263427036,41.0,30,0,0,0,1,0,0,0,0,0,0,40s,0.01771387843651841,0.027600115341796398,0.08873688010388138
CUS_0x10a9,Journalist,17603.265,1324.94597836212,Standard,No,High_spent_Medium_value_payments,8.0,6.0,4.0,0.0,8.5,11.25,6.27,5.0,836.66,34.0333683706134,102.992771637873,76.0817645831074,336.71211041689173,42.0,16,0,0,0,0,0,1,0,0,0,0,40s,0.07773356296774549,0.057422540862502654,0.6314672550153837
CUS_0x10aa,Musician,114432.03,9272.0025,Good,No,Low_spent_Large_value_payments,1.0,2.0,7.0,0.0,9.0,10.0,11.98,6.5,444.51,31.5482958276988,0.0,712.2172660482745,484.98298395172446,20.0,21,0,0,0,0,0,1,0,0,0,0,20s,0.0,0.076813748275874,0.04794110010216239
CUS_0x10ac,Developer,16718.645,1270.22041666666,Standard,No,High_spent_Large_value_payments,7.0,3.0,15.0,4.0,25.0,10.333333333333334,12.783333333333331,1.0,853.41,29.012948945445032,50.96193590008911,51.05057985614863,285.0095259104283,29.0,16,0,1,1,1,0,0,0,0,0,0,20s,0.04012054540409965,0.040190331682840266,0.6718597723689067
CUS_0x10b3,Mechanic,136150.6,11127.8833333333,Good,No,High_spent_Medium_value_payments,1.0,5.0,9.0,3.0,7.5,0.0,8.72,3.0,260.29,37.0509195505361,177.654072182476,521.1565844458374,673.9776767050184,48.0,27,1,0,0,0,0,0,0,0,0,1,40s,0.015964767679610515,0.046833397586468734,0.02339079160007975
CUS_0x10bb,Journalist,60830.92,5044.24333333333,Good,No,High_spent_Large_value_payments,0.0,1.0,11.0,4.0,14.0,2.0,7.41,3.333333333333333,133.63,29.22333790508163,159.799346999144,168.26758023024334,436.35740610394464,35.0,24,1,0,1,1,0,0,0,1,0,0,30s,0.03167954764258877,0.03335833922172208,0.026491584796662613
CUS_0x10c5,Entrepreneur,158623.16,13180.5966666666,Good,No,High_spent_Large_value_payments,2.0,7.0,10.0,1.0,11.666666666666666,4.333333333333333,6.373333333333334,2.0,1134.83,34.5109035421813,91.0339049796171,435.5399908783447,1048.1524374753683,24.0,30,0,0,0,0,0,0,0,1,0,0,20s,0.00690666039496069,0.03304402690508044,0.08609853018793577
CUS_0x10d7,Developer,15968.14,1380.67833333333,Bad,Yes,High_spent_Small_value_payments,7.0,7.0,21.0,9.0,37.0,18.0,18.593333333333334,14.0,4912.8,33.97258871370857,77.9971182164605,3395.4381876408643,227.81921229562963,40.0,12,1,1,0,0,1,0,0,0,1,1,30s,0.05649188252860782,2.459253618794292,3.5582509563535885
CUS_0x10dd,Teacher,105645.6,9090.8,Standard,No,High_spent_Large_value_payments,4.0,3.0,5.0,4.0,28.33333333333333,18.666666666666668,2.0766666666666667,4.0,1336.91,36.66693974961567,315.40610064414,142.0126469139848,694.9945857752067,25.0,21,0,1,0,0,0,0,0,1,1,1,20s,0.03469508741190434,0.015621578619481763,0.14706186474237692
CUS_0x10df,Musician,9929.235,828.43625,Standard,Yes,Low_spent_Small_value_payments,4.0,8.0,23.0,3.0,13.0,18.0,11.5,14.0,2328.08,32.69914068524845,18.1209664418432,2545.9059940301904,273.285197178246,28.0,7,1,0,0,0,0,0,1,0,0,1,20s,0.021873700531384523,3.073146538469545,2.8102102002417206
CUS_0x10e2,Media_Manager,43133.85,3432.4875,Bad,Yes,High_spent_Medium_value_payments,10.0,10.0,31.0,7.0,43.0,24.666666666666668,4.743333333333333,11.0,2504.1,32.4682936998995,151.287254975492,223.13247129044123,238.82902373406532,38.0,11,1,1,0,1,0,0,1,0,1,0,30s,0.04407510733119698,0.06500605502290721,0.7295292408202505
CUS_0x10e7,Engineer,64933.76,5368.14666666666,Standard,Yes,High_spent_Medium_value_payments,3.0,3.0,33.0,4.0,14.5,19.0,19.04,11.0,2699.17,30.366974584415,193.692582088778,233.5499005100485,372.0721840678388,20.0,14,1,0,1,1,1,0,0,0,0,0,20s,0.03608183496391894,0.04350661690379463,0.5028122679211453
CUS_0x10eb,Journalist,28315.95,2415.6625,Good,No,High_spent_Small_value_payments,4.0,7.0,10.0,2.0,9.75,8.5,10.34,4.25,677.4,35.50718255638188,30.2309962716401,118.9838673605625,357.3513863677965,51.0,20,0,0,0,0,0,0,0,1,0,1,50s,0.012514577790415714,0.04925517010781204,0.2804199676072299
CUS_0x10ee,Journalist,12660.16,909.013333333333,Standard,No,High_spent_Large_value_payments,5.0,7.0,15.0,0.0,10.5,13.0,9.1,4.0,456.02,31.895029200100723,0.0,33.643020265139825,316.9695208633892,30.0,25,0,0,0,0,0,1,0,0,0,0,20s,0.0,0.037010480519324804,0.5016648087303451
CUS_0x10f9,Lawyer,150131.68,11102.1353217356,Good,No,High_spent_Large_value_payments,5.0,1.0,4.0,0.0,8.0,0.25,11.49,0.0,1138.36,32.780596371227205,1494.83801159767,2958.903829020472,1008.13656467759,54.0,32,0,0,0,0,0,1,0,0,0,0,50s,0.13464418945345563,0.266516642364066,0.10253523011661865
CUS_0x10fd,Developer,39576.59,3199.04916666666,Good,No,High_spent_Large_value_payments,0.0,7.0,2.0,4.0,12.666666666666666,5.0,4.62,3.0,226.37,30.707758482260637,124.31083909356,163.79054491727172,291.803532655834,30.0,20,0,0,0,1,1,0,0,0,1,0,20s,0.038858683507852806,0.05119975854823698,0.07076165079259243
CUS_0x10ff,Accountant,16341.075,1292.75625,Standard,No,Low_spent_Small_value_payments,4.0,4.0,6.0,2.0,10.0,19.0,11.63,4.0,684.05,32.75691429379415,16.9604604617571,94.8300039307732,307.48516060746897,37.0,17,1,0,0,0,0,0,0,0,0,1,30s,0.013119612039591456,0.07335489883013384,0.5291407409556133
CUS_0x1100,Accountant,43062.54,3607.545,Standard,Yes,High_spent_Large_value_payments,6.0,10.0,23.0,2.0,56.66666666666666,20.0,18.383333333333336,13.0,2169.75,26.172839711120968,47.4998187416123,107.68777273211828,455.5669085262687,22.0,15,0,0,0,0,1,0,0,0,0,1,20s,0.013166798679326883,0.02985070809431851,0.6014477989879544
CUS_0x1107,Writer,28952.76,2338.73,Bad,Yes,Low_spent_Small_value_payments,7.0,9.0,21.0,8.0,42.333333333333336,26.0,2.46,16.0,2717.85,30.821124751530565,155.779989011441,163.4146173952693,194.67839359328835,31.0,1,0,1,1,0,0,0,1,0,1,0,30s,0.06660879580432157,0.06987322922922667,1.1621050741214247
CUS_0x1108,Accountant,117499.47,9780.6225,Good,No,High_spent_Medium_value_payments,4.0,5.0,8.0,0.0,10.0,8.0,7.986666666666667,4.0,337.9,35.44451810418624,0.0,402.89075760392126,841.8381590627423,25.0,30,0,0,0,0,0,1,0,0,0,0,20s,0.0,0.04119275205682678,0.034547903264848426
CUS_0x1109,Lawyer,76284.72,6451.06,Standard,Yes,High_spent_Large_value_payments,6.0,10.0,18.0,6.0,24.0,11.666666666666666,9.356666666666667,11.0,1957.32,28.8563715442084,222.959002284943,209.26577417076965,459.54789021095365,43.0,20,1,1,0,1,1,0,1,1,0,0,40s,0.034561607283910396,0.03243897501662822,0.3034106022886161
CUS_0x1119,Entrepreneur,56301.9,4593.825,Standard,Yes,Low_spent_Small_value_payments,9.0,5.0,26.0,2.0,14.0,17.5,16.23,14.0,2161.23,28.028822000872225,50.1193480873719,347.6456521231986,334.1174997894285,36.0,14,0,0,0,0,0,0,1,0,0,0,30s,0.010910156152524726,0.07567672954960161,0.4704641556872541
CUS_0x111b,Manager,70277.22,5633.435,Good,No,Low_spent_Small_value_payments,3.0,6.0,7.0,3.0,4.333333333333333,12.0,11.050000000000002,7.0,762.48,34.941544228565434,149.934106412344,383.6351671447984,306.44089310952234,41.0,20,0,0,0,1,0,0,1,0,0,0,40s,0.026615041517714145,0.0680996882265968,0.13534903660022704
CUS_0x111c,Journalist,71809.76,6168.14666666666,Bad,Yes,High_spent_Large_value_payments,7.0,7.0,17.0,8.0,52.0,14.333333333333334,1.58,7.0,4439.92,32.110336877171534,297.917684030006,217.1593961720056,355.0709197979877,24.0,7,1,0,1,1,1,0,1,1,1,0,20s,0.04829938393650491,0.03520658763604937,0.7198142716018433
CUS_0x1123,Writer,15264.98,1266.08166666666,Bad,Yes,Low_spent_Small_value_payments,6.0,5.0,34.0,3.0,26.33333333333333,14.333333333333334,11.346666666666666,14.0,2375.88,35.1138585711954,36.7900967112045,73.16148739264014,303.32324922948834,15.0,9,1,1,0,1,0,0,0,0,0,0,10s,0.029058233508795262,0.0577857568898061,1.8765614119152496
CUS_0x112d,Accountant,14728.21,1480.35083333333,Standard,Yes,High_spent_Small_value_payments,10.0,9.0,31.0,5.0,50.0,10.666666666666666,9.27,7.0,2390.37,31.87989252344793,41.5856512795479,116.67529087594812,266.4408078445027,23.0,17,0,0,0,0,0,0,1,1,1,0,20s,0.02809175388911615,0.07881597270643505,1.6147320933494966
CUS_0x112e,Mechanic,20162.26,1872.18833333333,Standard,No,High_spent_Large_value_payments,8.0,4.0,11.0,4.0,13.0,10.0,1.71,2.6666666666666665,660.26,32.293629246199266,66.244881724104,49.47999886223647,321.4939527469924,32.0,20,1,0,0,1,0,0,0,0,1,0,30s,0.03538366335514898,0.026428964426960192,0.3526675111923397
CUS_0x112f,Mechanic,75506.42,6050.20166666666,Good,No,High_spent_Large_value_payments,1.0,4.0,5.0,1.0,1.0,2.0,3.44,7.0,1069.19,28.377548920772757,60.903643233171,165.3408757256346,623.77564770786,21.0,24,1,0,0,0,0,0,0,0,0,0,20s,0.01006638234370222,0.027328159429225878,0.17671972917707174
CUS_0x1130,Journalist,137798.88,10609.7919086487,Standard,No,Low_spent_Large_value_payments,6.0,5.0,13.0,0.0,24.0,13.5,8.75,2.0,1056.3,30.90476330836395,988.448091351217,684.8331840094952,739.9908159905017,37.0,27,0,0,0,0,0,1,0,0,0,0,30s,0.09316375852249012,0.06454727763805106,0.09955897430362835
CUS_0x1132,Mechanic,46268.4,3983.7,Standard,Yes,High_spent_Medium_value_payments,5.0,4.0,20.0,4.0,26.5,16.0,7.08,9.0,1447.57,37.07293955443311,103.778050090146,108.54859446359616,446.0433554462565,40.0,14,0,0,1,1,0,0,0,0,0,1,30s,0.026050668998706228,0.027248184969650365,0.3633732459773577
CUS_0x1134,Doctor,15279.545,1517.79162712061,Good,No,Low_spent_Large_value_payments,0.0,5.0,8.0,3.0,2.0,5.0,6.99,7.0,168.35,30.464298337644948,76.5393032215948,97.46206238023206,300.0319656108896,49.0,31,0,1,1,0,1,0,0,0,0,0,40s,0.050428070529547515,0.0642130715697296,0.11091772875264531
CUS_0x1135,Journalist,83358.3,6896.525,Good,No,High_spent_Medium_value_payments,5.0,3.0,5.0,3.0,6.0,6.0,2.66,7.0,727.88,36.4857630909935,169.936004781247,197.647308616265,572.069186602487,22.0,31,1,0,0,0,0,0,1,0,0,0,20s,0.024640816176443498,0.02865897080287029,0.1055430089791598
CUS_0x1136,Entrepreneur,37360.94,2864.41166666666,Standard,Yes,High_spent_Medium_value_payments,10.0,5.0,33.0,5.0,44.0,12.0,7.890000000000001,11.0,1271.23,38.22716506773155,93.3417465671605,69.51927251151665,373.580147587989,22.0,12,1,0,1,1,1,0,1,0,0,0,20s,0.03258670799780085,0.024270000475321626,0.4438014321731
CUS_0x1138,Lawyer,154868.24,13051.6866666666,Good,No,High_spent_Large_value_payments,2.0,5.0,10.0,0.0,15.0,3.0,5.826666666666667,6.0,242.75,37.17577757906847,0.0,267.4183163321207,1277.75035033454,44.0,30,0,0,0,0,0,1,0,0,0,0,40s,0.0,0.02048917685214545,0.018599128694988688
CUS_0x1139,Scientist,94991.82,8144.985,Standard,Yes,High_spent_Large_value_payments,7.0,6.0,13.0,0.0,18.5,17.75,19.45,6.75,1320.61,34.97705114080408,0.0,5148.595809857068,681.7288856760765,32.0,26,0,0,0,0,0,1,0,0,0,0,30s,0.0,0.6321185133989895,0.16213780626974758
CUS_0x113e,Manager,34476.68,2715.05666666666,Bad,Yes,Low_spent_Small_value_payments,6.0,7.0,24.0,8.0,36.0,17.0,4.48,16.0,1976.63,27.1223899927182,171.175758906454,10000.0,240.335946253901,45.0,11,1,0,1,0,1,0,1,0,1,1,40s,0.06304684576495805,3.6831643783984953,0.7280253205273819
CUS_0x1140,Accountant,7621.8,914.15,Bad,Yes,Low_spent_Medium_value_payments,6.0,10.0,28.0,6.0,18.0,19.0,27.01,14.0,4128.98,30.77679143548733,24.9062633623497,5013.847710682148,285.1744055581956,31.0,7,1,1,1,0,1,0,0,1,1,0,30s,0.027245269772301812,5.484710070209647,4.5167423289394515
CUS_0x1144,Doctor,135851.24,11418.9366666666,Standard,Yes,Low_spent_Medium_value_payments,4.0,4.0,18.0,2.0,31.0,17.75,11.19,13.0,695.12,32.37335702709665,206.557193623806,836.6901615569502,378.6463114859063,43.0,25,1,0,0,1,0,0,0,0,0,0,40s,0.01808900422635446,0.07327216062064347,0.060874319587842896
CUS_0x1145,Teacher,17975.32,1444.94333333333,Bad,Yes,Low_spent_Medium_value_payments,6.0,5.0,32.0,9.0,61.0,25.666666666666668,7.566666666666667,13.0,1263.1,29.707083388674164,76.450324587172,114.15523804282206,237.222104036672,24.0,12,0,1,0,1,1,0,1,1,0,1,20s,0.052908873880063705,0.07900326290268983,0.8741519275265717
CUS_0x114a,Developer,15305.46,1230.455,Good,No,Low_spent_Small_value_payments,0.0,7.0,2.0,2.0,17.333333333333332,3.333333333333333,10.949999999999998,2.6666666666666665,642.42,26.265740232556634,20.3016538684393,51.20283198465757,328.20768081356897,43.0,16,0,0,0,1,0,0,0,0,0,1,40s,0.016499306247233177,0.04161292528752175,0.5220995485409868
CUS_0x114b,Entrepreneur,107118.96,9104.58,Standard,Yes,High_spent_Large_value_payments,5.0,7.0,5.0,3.0,26.5,9.5,5.49,3.0,1049.33,36.460201327636256,139.565989835907,226.2240740351655,784.6679361289255,37.0,31,1,0,0,0,0,0,1,1,0,0,30s,0.015329206820732752,0.024847282799993577,0.11525298256481901
